,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
26201,2017-10-31,16:09:43,mari6675,@BionicSocialite @Expedia @AmericanAir DO NOT GET ME STARTED @AmericanAir really is the worst. I will stick w @SouthwestAir,-0.6557,1.0,0.0,1.0,0.0,get started really worst stick,,0
26588,2017-10-31,01:22:47,rynorman,"When @SouthwestAir flights are delayed, you get vouchers, when @AmericanAir flights are delayed they give you generic apologies on Twitter.",-0.4215,1.0,0.0,1.0,0.0,flights delayed get vouchers flights delayed give generic apologies twitter,,1
26624,2017-10-31,00:38:53,aniv,@SouthwestAir @AmericanAir Why not just leave it blank if it’s going to be wrong 99% of the time?,-0.4501,1.0,0.0,1.0,0.0,leave blank going wrong time,,1
26648,2017-10-31,00:10:33,semistatic,@SouthwestAir You guys rock. Made the mistake of flying @AmericanAir today and I'm really missing you all! Will you forgive me for cheating on you? ,-0.7707,1.0,0.0,1.0,0.0,guys rock made mistake flying today i am really missing forgive cheating,,1
27759,2017-10-29,22:55:43,LofrumentoMike,@SalientMark @AmericanAir @SouthwestAir They all have a problem sooner or later.,-0.4019,1.0,0.0,1.0,0.0,problem sooner later,,3
28030,2017-10-29,18:18:12,itsthebunk,@GilmerHealthLaw @Born2lbFat @SouthwestAir @sprintcare @AmericanAir Did you see what mad hell @VilissaThompson just went through w/@americanair and how twitter helped her? Specifically regarding #disability,-0.8316,1.0,0.0,1.0,0.0,see mad hell went wamericanair twitter helped specifically regardingisability,,2
28325,2017-10-29,04:29:37,TheWilliamRamos,@PhilInzinga @SouthwestAir That stinks!!!   I can't believe you're having this much trouble.  That's why I only fly @AmericanAir!!,-0.7067,1.0,0.0,1.0,0.0,stinks can not believe you are much trouble thats fly,,1
28344,2017-10-29,03:58:46,OriginalTucker,"@SouthwestAir I'd rather see @GWARofficial on my plane than some twangy country shit. If the latter pops up, I may switch to @AmericanAir",-0.5574,1.0,0.0,1.0,0.0,i would rather see plane twangy country shit latter pops may switch,,3
30425,2017-10-27,18:39:17,VPonder,@AmericanAir No worries. I cancelled my ticket and got a @SouthwestAir flight.,-0.7184,1.0,0.0,1.0,0.0,worries cancelled ticket got flight,,2
30490,2017-10-27,18:12:40,GretchenInOK,"@JackJolis @AmericanAir @SouthwestAir American has a fleet of newish Airbus aircraft that are great...even in coach. Sad new planes won’t have seatback video screens, though!",-0.5255,1.0,0.0,1.0,0.0,american fleet newish airbus aircraft greateven coach sad new planes will not seatback video screens though,,1
30542,2017-10-27,17:57:02,JackJolis,"@GretchenInOK @AmericanAir Sorry, not @AmericanAir -- in this case, the insane ones are @SouthwestAir",-0.4588,1.0,0.0,1.0,0.0,sorry case insane ones,,1
30767,2017-10-27,16:58:47,mickeyj31,And this is why I'll continue to fly @AmericanAir every week for work. What a horrible idea @SouthwestAir,-0.5423,1.0,0.0,1.0,0.0,i will continue fly every week work horrible idea,,1
30951,2017-10-27,16:04:14,Heatherrvaee,@AmericanAir What's upsetting is when I just needed though TSA with a ticket and @SouthwestAir did that for me when you guys wasted my time and didn't.,-0.743,1.0,0.0,1.0,0.0,what is upsetting needed though tsa ticket guys wasted time did not,,1
31543,2017-10-26,23:12:51,VernonsBlog,FIRST OF ALL...@AmericanAir IS TOO DAMN EXPENSIVE! I wouldn't be caught on their flight. @SouthwestAir IS WHERE IT'S AT!,-0.6145,1.0,0.0,1.0,0.0,first allamericanair damn expensive would not caught flight,,2
31667,2017-10-26,20:33:29,Kato_Kaelin,2nd RACE @americanair CANCELLED DUE 2 NUDITY  @okcthunder @southwestair @wizardworld @virginamerica @janetvuong JV FIND MY PANTS @Playboy,-0.4084,1.0,0.0,1.0,0.0,race cancelled due nudity jv find pants,,1
32029,2017-10-26,14:36:06,IamVinnyMack,I remember trying to buy  round trip tix through @AmericanAir and I got thee worse experience ever...so I went with @SouthwestAir,-0.4767,1.0,0.0,1.0,0.0,remember trying buy round trip tix got thee worse experience everso went,,1
32259,2017-10-26,05:32:57,ladyshaunia,@BucksWinItAll11 @FlyFrontier Don't use them they rude u can't get help they have no options stick to @SouthwestAir or @AmericanAir,-0.7549,1.0,0.0,1.0,0.0,do not use rude can not get help options stick,,2
32435,2017-10-26,00:53:12,AdrieneThorne,Shame on @AmericanAir and @SouthwestAir for their unacceptable treatment of women of color. #FlyingWhileBlack,-0.7269,1.0,0.0,1.0,0.0,shame unacceptable treat the momentent women color #flyingwhileblack,['#flyingwhileblack'],2
32481,2017-10-26,00:03:39,SalientMark,"@AmericanAir @SouthwestAir Compensated for a wasted day with a bag of cheese nips, and a lecture on how that's more than they have to do by law.",-0.4939,1.0,0.0,1.0,0.0,compensated wasted day bag cheese nips lecture thats law,,2
32485,2017-10-26,00:01:47,SalientMark,Flying @AmericanAir today reminded me why I always try to fly @SouthwestAir. Canceled flights with bad communication #fail,-0.5423,1.0,0.0,1.0,0.0,flying today reminded always try fly canceled flights bad communication #fail,['#fail'],1
32803,2017-10-25,19:05:45,TechMonkey74,@MartinWongPhoto @SouthwestAir You could always fly @AmericanAir and get the living shit beat out of you while you wait,-0.5574,1.0,0.0,1.0,0.0,could always fly get living shit beat wait,,3
33071,2017-10-25,14:12:11,jwimpee,@AmericanAir Flight attendant no-show last night delayed from 10:20p to 1:30am. Delay today of 45 minutes so far. Missing @SouthwestAir,-0.6887,1.0,0.0,1.0,0.0,flight attendant noshow last night delayed delay today minutes far missing,,1
33180,2017-10-25,11:53:14,jessladera,@JetBlue @SouthwestAir @AmericanAir @FlyFrontier Where are the cheap tickets for people to fly in/out of Puerto Rico in these crisis? Wtf?,-0.8504,1.0,0.0,1.0,0.0,cheap tickets people fly inout puerto rico crisis wtf,,4
33182,2017-10-25,11:52:44,Afrofuturism,"@FoxNews @NAACP @AmericanAir @emirates @OfficialCBC @CivilRights @Dodgers @MLB @LACity @AmericanGreedTV @blackvoices @LatinoVoices @SouthwestAir @Forbes @ForbesLife @WomenatForbes @LevelSD @foxnewspolitics They want to destroy our 'Merican way of life: Muskrat eating, Mudding, self-inflicted Hunting (Gunshot) injuries and Cross-Burning.",-0.4939,1.0,0.0,1.0,0.0,want destroy merican way life muskrat eating mudding selfinflicted hunting gunshot injuries crossburning,,4
33187,2017-10-25,11:46:49,Afrofuturism,@FoxNews @NAACP @AmericanAir @emirates @OfficialCBC @CivilRights @Dodgers @MLB @LACity @AmericanGreedTV @blackvoices @LatinoVoices @SouthwestAir @Forbes @ForbesLife @WomenatForbes Daggers: from fearsome weapon to fashion statement@LevelSD,-0.5994,1.0,0.0,1.0,0.0,daggers fearsome weapon fashion statementlevelsd,,3
33303,2017-11-04,04:34:20,jdub_316,@AmericanAir The worse part is I know I’ll never get a response or an apology from @AmericanAir,-0.4404,1.0,0.0,0.0,0.0,worse part know i will never get response apology,,2
33304,2017-11-04,04:33:16,jdub_316,"@AmericanAir I Live in DFW and am prisoner to the incredibly, poorly run @AmericanAir 45 minutes now. #AAishorrible how long does it take 4 a ground crew",-0.5423,1.0,0.0,0.0,0.0,live dfw prisoner incredibly poorly run minutes #aaishorrible long take ground crew,['#aaishorrible'],2
33313,2017-11-04,04:25:54,ToddBrown0323,@AmericanAir Still here!  Waiting for a gate at dfw! Flight 1540. Wake the hell up!,-0.7562,1.0,0.0,0.0,0.0,still waiting gate dfw flight wake hell,,2
33321,2017-11-04,04:11:18,liz_depauw,.@AmericanAir at the rate customer service is moving I might have another cry and that’s just gonna throw off my cry schedule,-0.7351,1.0,0.0,0.0,0.0,american air rate customer service moving might another cry thats gonna throw cry schedule,,3
33328,2017-11-04,03:54:24,cmullark,@AmericanAir So we deplane no one is there. Flight attendant gets someone-“go to G2”. We do and NO ONE IS HERE.,-0.6594,1.0,0.0,0.0,0.0,deplane one flight attendant gets someonego g2 one,,1
33330,2017-11-04,03:53:49,kerrisoncamero,"@AmericanAir luv u guys, but ur killing me w/rewards redemption for  rental .  Can only pickup/drop off at 1 location. #bad #uxdesign #ep",-0.7964,1.0,0.0,0.0,0.0,love guys your killing wrewards redemption rental pickupdrop location #bad #uxdesign #ep,"['#bad', '#uxdesign', '#ep']",1
33331,2017-11-04,03:50:25,EKNeuberger,@AmericanAir Unacceptable. The length of none of the delays was justifiable.,-0.4588,1.0,0.0,0.0,0.0,unacceptable lenh none delays justifiable,,2
33332,2017-11-04,03:49:25,EKNeuberger,"@AmericanAir You were 0 for 4 for my fam on Thurs. 4 people traveling from 4 cities on your airline. All delayed. A 2 hr, 1.5 hr, 45 min &amp; 20 min delay.",-0.4939,1.0,0.0,0.0,0.0,fam thurs people traveling cities airline delayed hr hr min and min delay,,1
33337,2017-11-04,03:43:54,cmullark,"@AmericanAir Oh, and then after a significant mech delay where we all have to spend the night, it takes an extra 15 min to get a gate crew? Poor mgmt.",-0.5574,1.0,0.0,0.0,0.0,oh significant mech delay spend night takes extra min get gate crew poor mgmt,,2
33338,2017-11-04,03:43:37,EKNeuberger,@AmericanAir To fix the broken seat bracket took maybe 15 minutes. We were 1.5 hrs late because of the “paperwork”. The captain was very frustrated.,-0.7778,1.0,0.0,0.0,0.0,fix broken seat bracket took maybe minutes hours late paperwork captain frustrated,,1
33339,2017-11-04,03:41:47,EKNeuberger,@AmericanAir The biggest problem wasn’t the maintenance issue. It was how long it took your people to complete the proverbial “paperwork”. Unacceptable.,-0.6908,1.0,0.0,0.0,0.0,biggest problem was not maintenance issue long took people complete proverbial paperwork unacceptable,,4
33342,2017-11-04,03:35:51,elisabethsereda,"What’s wrong w/you, @AmericanAir &amp; @flyLAXairport ?You are too lazy to update the baggage claim board? People running around looking 4 bags",-0.7149,1.0,0.0,0.0,0.0,what is wrong wyou and lazy update baggage claim board people running around looking bags,,4
33362,2017-11-04,03:06:55,jmdunn72,@AmericanAir No I’m still setting here. I fly 3 to 4 times a week and you guys are never on time very. Upgrade the shitty planes or give my money back .,-0.7239,1.0,0.0,0.0,0.0,i am still setting fly times week guys never time upgrade shitty planes give money back,,1
33363,2017-11-04,03:05:47,IanZPaik,@AmericanAir is out here lying about weather problems at the destination,-0.7269,1.0,0.0,0.0,0.0,lying weather problems destination,,1
33367,2017-11-04,02:59:57,AmyLouu92,"@AmericanAir Is there nothing that can be arranged tonight? Not our mess up, causing problems with work in England.",-0.6369,1.0,0.0,0.0,0.0,nothing arranged tonight mess causing problems work england,,1
33379,2017-11-04,02:37:56,AmyLouu92,@AmericanAir flight delayed to miss connection back to London from Ohio - put on flight tomorrow but not seated together 🤦‍️ not great ,-0.7344,1.0,0.0,0.0,0.0,flight delayed miss connection back london ohio put flight tomorrow seated together 🤦️ great,,1
33382,2017-11-04,02:36:42,balanceandbrews,@AmericanAir No. I'm sorry. The local response was not helpful. But thank you for teaching me to never travel with checked luggage?,-0.7133,1.0,0.0,0.0,0.0,i am sorry local response helpful thank teaching never travel checked luggage,,4
33383,2017-11-04,02:35:45,MarkOfArgali,@CurryshotTV @AmericanAir wait wtf? what happened?,-0.6322,1.0,0.0,0.0,0.0,wait wtf happened,,1
33386,2017-11-04,02:34:01,cmullark,@AmericanAir Disappointed AA staff lied to us about the mech delay. 5 min they said; 2 hrs later I could have driven 1/2way home!,-0.807,1.0,0.0,0.0,0.0,disappointed american airlines staff lied us mech delay min said hours later could driven home,,3
33390,2017-11-04,02:23:02,jmdunn72,@AmericanAir you have to be the worst airline period. I have been setting on a plane for over an hour and half. Poor maintenance of planes,-0.802,1.0,0.0,0.0,0.0,worst airline period setting plane hour half poor maintenance planes,,0
33393,2017-11-04,02:15:20,anaxjor,@CurryshotTV @AmericanAir That is beyond fucked up.,-0.6597,1.0,0.0,0.0,0.0,beyond fucked,,4
33400,2017-11-04,02:06:02,alxendless,"@CurryshotTV @AmericanAir god that's awful, I knew travelling to US was difficult, not internal travelling",-0.5267,1.0,0.0,0.0,0.0,god thats awful knew travelling us difficu internal travelling,,1
33404,2017-11-04,02:00:41,TheCantelope,@CurryshotTV @AmericanAir That's lame AF. Sorry dude,-0.4767,1.0,0.0,0.0,0.0,thats lame af sorry dude,,1
33405,2017-11-04,02:00:05,kgiscsmith,@dcairports @AmericanAir No announcement. No nothing.,-0.5267,1.0,0.0,0.0,0.0,announcement nothing,,2
33415,2017-11-04,01:54:55,CurryshotTV,@AmericanAir I'm disappointed. It takes a lot to disappoint me.,-0.7003,1.0,0.0,0.0,0.0,i am disappointed takes lot disappoint,,2
33430,2017-11-04,01:40:45,BobPirner,"Just booked flights on @AmericanAir using miles. It's been 2 hours. Ugh.  But if you call, they charge big $. Did 'er online.",-0.4215,1.0,0.0,0.0,0.0,booked flights using miles hours ugh call charge big er online,,1
33431,2017-11-04,01:39:18,JimFsu,@AmericanAir Stop with the corporate BS response!! every time I fly in or out of MIA it's the same goat herding experience. Even you gate agents agree!,-0.5437,1.0,0.0,0.0,0.0,stop corporate bs response every time fly mia goat herding experience even gate agents agree,,2
33435,2017-11-04,01:35:52,santhyro,Epic fail @AmericanAir! Been sitting at the gate for 15 minutes waiting for a gate agent on an already delayed flight #AA1037,-0.69,1.0,0.0,0.0,0.0,epic fail sitting gate minutes waiting gate agent already delayed flight #aa1037,['#aa1037'],2
33440,2017-11-04,01:30:38,dgob71,Bad Custer service @AmericanAir. No possible chance making connection. Now spend 50$+ just to eat.,-0.5719,1.0,0.0,0.0,0.0,bad custer service possible chance making connection spend eat,,1
33442,2017-11-04,01:28:58,Abby_Winn,Hey @AmericanAir you damaged my iPad and gave me a rash from grease dripping ceilings. And you gave me the run around on compensation. ,-0.6808,1.0,0.0,0.0,0.0,hey damaged ipad gave rash grease dripping ceilings gave run around compensation,,2
33447,2017-11-04,01:21:12,livingron,@AmericanAir Had you not made my non stop flight have a stop it wouldn’t have been an issue!  And no time at the gate to charge between planes.,-0.7088,1.0,0.0,0.0,0.0,made non stop flight stop would not issue time gate charge planes,,2
33451,2017-11-04,01:18:01,NJPimentel,@AmericanAir Also your staff is very rude at the #airport in DCA,-0.5095,1.0,0.0,0.0,0.0,also staff rude #airport dca,['#airport'],2
33453,2017-11-04,01:16:35,NJPimentel,@AmericanAir If your sorry about the inconvenience you would do something about the extra costs you cost me,-0.4215,1.0,0.0,0.0,0.0,sorry inconvenience would something extra costs cost,,1
33461,2017-11-04,01:10:45,mattpaheenan,@AmericanAir We understand. But traveling for 15 hours with kids and no food service isn’t so much frustrating as it is very very difficult.,-0.8151,1.0,0.0,0.0,0.0,understand traveling hours kids food service is not much frustrating difficu,,3
33469,2017-11-04,01:01:23,grs_gloocis,@AmericanAir @AmericanAir not even respects a 6 mos baby?   Go the the computer and find out who is the UNprofessional that checked John Mitchell,-0.6442,1.0,0.0,0.0,0.0,even respects mos baby go computer find unprofessional checked john mitchell,,2
33474,2017-11-04,00:58:14,JimFsu,@AmericanAir you think u can cram anymore customers in MIA D60D gate area? Ridicules!,-0.7206,1.0,0.0,0.0,0.0,think cram anymore customers mia d60d gate area ridicules,,2
33476,2017-11-04,00:57:20,emilycfreeman,@AmericanAir But you need to communicate and your gate agents need to act professional. This is unacceptable treatment.,-0.4588,1.0,0.0,0.0,0.0,need communicate gate agents need act professional unacceptable treat the momentent,,2
33477,2017-11-04,00:56:58,grs_gloocis,@AmericanAir PAX did contact CK desk. Nothing can be done now. You should  find out who breaks a sgl  loc  and moves 1 PAC  only . Stop the SCAMS @AA,-0.7739,1.0,0.0,0.0,0.0,pax contact ck desk nothing done find breaks sgl loc moves pac stop scams,,1
